 time            vout           
 1.79280000e-06  5.50000000e+00 
 1.80280000e-06  5.50000000e+00 
 1.81280000e-06  5.50000000e+00 
 1.82280000e-06  5.50000000e+00 
 1.83280000e-06  5.50000000e+00 
 1.84280000e-06  5.50000000e+00 
 1.85280000e-06  5.50000000e+00 
 1.86280000e-06  5.50000000e+00 
 1.87280000e-06  5.50000000e+00 
 1.88280000e-06  5.50000000e+00 
 1.89280000e-06  5.50000000e+00 
 1.90280000e-06  5.50000000e+00 
 1.91280000e-06  5.50000000e+00 
 1.92280000e-06  5.50000000e+00 
 1.93280000e-06  5.50000000e+00 
 1.94280000e-06  5.50000000e+00 
 1.95280000e-06  5.50000000e+00 
 1.96280000e-06  5.50000000e+00 
 1.97280000e-06  5.50000000e+00 
 1.98280000e-06  5.50000000e+00 
 1.99280000e-06  5.50000000e+00 
 2.00280000e-06  5.50000000e+00 
 2.01280000e-06  5.50000000e+00 
 2.02280000e-06  5.50000000e+00 
 2.03280000e-06  5.50000000e+00 
 2.04280000e-06  5.50000000e+00 
 2.05280000e-06  5.50000000e+00 
 2.06280000e-06  5.50000000e+00 
 2.07280000e-06  5.50000000e+00 
 2.08280000e-06  5.50000000e+00 
 2.09280000e-06  5.50000000e+00 
 2.10280000e-06  5.50000000e+00 
 2.11280000e-06  5.50000000e+00 
 2.12280000e-06  5.50000000e+00 
 2.13280000e-06  5.50000000e+00 
 2.14280000e-06  5.50000000e+00 
 2.15280000e-06  5.50000000e+00 
 2.16280000e-06  5.50000000e+00 
 2.17280000e-06  5.50000000e+00 
 2.18280000e-06  5.50000000e+00 
 2.19280000e-06  5.50000000e+00 
 2.20280000e-06  5.50000000e+00 
 2.21280000e-06  5.50000000e+00 
 2.22280000e-06  5.50000000e+00 
 2.23280000e-06  5.50000000e+00 
 2.24280000e-06  5.50000000e+00 
 2.25280000e-06  5.50000000e+00 
 2.26280000e-06  5.50000000e+00 
 2.27280000e-06  5.50000000e+00 
 2.28280000e-06  5.50000000e+00 
 2.29280000e-06  5.50000000e+00 
 2.30280000e-06  5.50000000e+00 
 2.31280000e-06  5.50000000e+00 
 2.32280000e-06  5.50000000e+00 
 2.33280000e-06  5.50000000e+00 
 2.34280000e-06  5.50000000e+00 
 2.35280000e-06  5.50000000e+00 
 2.36280000e-06  5.50000000e+00 
 2.37280000e-06  5.50000000e+00 
 2.38280000e-06  5.50000000e+00 
 2.39280000e-06  5.50000000e+00 
 2.40280000e-06  5.50000000e+00 
 2.41280000e-06  5.50000000e+00 
 2.42280000e-06  5.50000000e+00 
 2.43280000e-06  5.50000000e+00 
 2.44280000e-06  5.50000000e+00 
 2.45280000e-06  5.50000000e+00 
 2.46280000e-06  5.50000000e+00 
 2.47280000e-06  5.50000000e+00 
 2.48280000e-06  5.50000000e+00 
 2.49280000e-06  5.50000000e+00 
 2.50280000e-06  5.50000000e+00 
 2.51280000e-06  5.50000000e+00 
 2.52280000e-06  5.50000000e+00 
 2.53280000e-06  5.50000000e+00 
 2.54280000e-06  5.50000000e+00 
 2.55280000e-06  5.50000000e+00 
 2.56280000e-06  5.50000000e+00 
 2.57280000e-06  5.50000000e+00 
 2.58280000e-06  5.50000000e+00 
 2.59280000e-06  5.50000000e+00 
 2.60280000e-06  5.50000000e+00 
 2.61280000e-06  5.50000000e+00 
 2.62280000e-06  5.50000000e+00 
 2.63280000e-06  5.50000000e+00 
 2.64280000e-06  5.50000000e+00 
 2.65280000e-06  5.50000000e+00 
 2.66280000e-06  5.50000000e+00 
 2.67280000e-06  5.50000000e+00 
 2.68280000e-06  5.50000000e+00 
 2.69280000e-06  5.50000000e+00 
 2.70280000e-06  5.50000000e+00 
 2.71280000e-06  5.50000000e+00 
 2.72280000e-06  5.50000000e+00 
 2.73280000e-06  5.50000000e+00 
 2.74280000e-06  5.50000000e+00 
 2.75280000e-06  5.50000000e+00 
 2.76280000e-06  5.50000000e+00 
 2.77280000e-06  5.50000000e+00 
 2.78280000e-06  5.50000000e+00 
 2.79280000e-06  5.50000000e+00 
 2.80280000e-06  5.50000000e+00 
 2.81280000e-06  5.50000000e+00 
 2.82280000e-06  5.50000000e+00 
 2.83280000e-06  5.50000000e+00 
 2.84280000e-06  5.50000000e+00 
 2.85280000e-06  5.50000000e+00 
 2.86280000e-06  5.50000000e+00 
 2.87280000e-06  5.50000000e+00 
 2.88280000e-06  5.50000000e+00 
 2.89280000e-06  5.50000000e+00 
 2.90280000e-06  5.50000000e+00 
 2.91280000e-06  5.50000000e+00 
 2.92280000e-06  5.50000000e+00 
 2.93280000e-06  5.50000000e+00 
 2.94280000e-06  5.50000000e+00 
 2.95280000e-06  5.50000000e+00 
 2.96280000e-06  5.50000000e+00 
 2.97280000e-06  5.50000000e+00 
 2.98280000e-06  5.50000000e+00 
 2.99280000e-06  5.50000000e+00 
 3.00280000e-06  5.50000000e+00 
 3.01280000e-06  5.50000000e+00 
 3.02280000e-06  5.50000000e+00 
 3.03280000e-06  5.50000000e+00 
 3.04280000e-06  5.50000000e+00 
 3.05280000e-06  5.50000000e+00 
 3.06280000e-06  5.50000000e+00 
 3.07280000e-06  5.50000000e+00 
 3.08280000e-06  5.50000000e+00 
 3.09280000e-06  5.50000000e+00 
 3.10280000e-06  5.50000000e+00 
 3.11280000e-06  5.50000000e+00 
 3.12280000e-06  5.50000000e+00 
 3.13280000e-06  5.50000000e+00 
 3.14280000e-06  5.50000000e+00 
 3.15280000e-06  5.50000000e+00 
 3.16280000e-06  5.50000000e+00 
 3.17280000e-06  5.50000000e+00 
 3.18280000e-06  5.50000000e+00 
 3.19280000e-06  5.50000000e+00 
 3.20280000e-06  5.50000000e+00 
 3.21280000e-06  5.50000000e+00 
 3.22280000e-06  5.50000000e+00 
 3.23280000e-06  5.50000000e+00 
 3.24280000e-06  5.50000000e+00 
 3.25280000e-06  5.50000000e+00 
 3.26280000e-06  5.50000000e+00 
 3.27280000e-06  5.50000000e+00 
 3.28280000e-06  5.50000000e+00 
 3.29280000e-06  5.50000000e+00 
 3.30280000e-06  5.50000000e+00 
 3.31280000e-06  5.50000000e+00 
 3.32280000e-06  5.50000000e+00 
 3.33280000e-06  5.50000000e+00 
 3.34280000e-06  5.50000000e+00 
 3.35280000e-06  5.50000000e+00 
 3.36280000e-06  5.50000000e+00 
 3.37280000e-06  5.50000000e+00 
 3.38280000e-06  5.50000000e+00 
 3.39280000e-06  5.50000000e+00 
 3.40280000e-06  5.50000000e+00 
 3.41280000e-06  5.50000000e+00 
 3.42280000e-06  5.50000000e+00 
 3.43280000e-06  5.50000000e+00 
 3.44280000e-06  5.50000000e+00 
 3.45280000e-06  5.50000000e+00 
 3.46280000e-06  5.50000000e+00 
 3.47280000e-06  5.50000000e+00 
 3.48280000e-06  5.50000000e+00 
 3.49280000e-06  5.50000000e+00 
 3.50280000e-06  5.50000000e+00 
 3.51280000e-06  5.50000000e+00 
 3.52280000e-06  5.50000000e+00 
 3.53280000e-06  5.50000000e+00 
 3.54280000e-06  5.50000000e+00 
 3.55280000e-06  5.50000000e+00 
 3.56280000e-06  5.50000000e+00 
 3.57280000e-06  5.50000000e+00 
 3.58280000e-06  5.50000000e+00 
 3.59280000e-06  5.50000000e+00 
 3.60280000e-06  5.50000000e+00 
 3.61280000e-06  5.50000000e+00 
 3.62280000e-06  5.50000000e+00 
 3.63280000e-06  5.50000000e+00 
 3.64280000e-06  5.50000000e+00 
 3.65280000e-06  5.50000000e+00 
 3.66280000e-06  5.50000000e+00 
 3.67280000e-06  5.50000000e+00 
 3.68280000e-06  5.50000000e+00 
 3.69280000e-06  5.50000000e+00 
 3.70280000e-06  5.50000000e+00 
 3.71280000e-06  5.50000000e+00 
 3.72280000e-06  5.50000000e+00 
 3.73280000e-06  5.50000000e+00 
 3.74280000e-06  5.50000000e+00 
 3.75280000e-06  5.50000000e+00 
 3.76280000e-06  5.50000000e+00 
 3.77280000e-06  5.50000000e+00 
 3.78280000e-06  5.50000000e+00 
 3.79280000e-06  5.50000000e+00 
 3.80280000e-06  5.50000000e+00 
 3.81280000e-06  5.50000000e+00 
 3.82280000e-06  5.50000000e+00 
 3.83280000e-06  5.50000000e+00 
 3.84280000e-06  5.50000000e+00 
 3.85280000e-06  5.50000000e+00 
 3.86280000e-06  5.50000000e+00 
 3.87280000e-06  5.50000000e+00 
 3.88280000e-06  5.50000000e+00 
 3.89280000e-06  5.50000000e+00 
 3.90280000e-06  5.50000000e+00 
 3.91280000e-06  5.50000000e+00 
 3.92280000e-06  5.50000000e+00 
 3.93280000e-06  5.50000000e+00 
 3.94280000e-06  5.50000000e+00 
 3.95280000e-06  5.50000000e+00 
 3.96280000e-06  5.50000000e+00 
 3.97280000e-06  5.50000000e+00 
 3.98280000e-06  5.50000000e+00 
 3.99280000e-06  5.50000000e+00 
 4.00280000e-06  5.50000000e+00 
 4.01280000e-06  5.50000000e+00 
 4.02280000e-06  5.50000000e+00 
 4.03280000e-06  5.50000000e+00 
 4.04280000e-06  5.50000000e+00 
 4.05280000e-06  5.50000000e+00 
 4.06280000e-06  5.50000000e+00 
 4.07280000e-06  5.50000000e+00 
 4.08280000e-06  5.50000000e+00 
 4.09280000e-06  5.50000000e+00 
 4.10280000e-06  5.50000000e+00 
 4.11280000e-06  5.50000000e+00 
 4.12280000e-06  5.50000000e+00 
 4.13280000e-06  5.50000000e+00 
 4.14280000e-06  5.50000000e+00 
 4.15280000e-06  5.50000000e+00 
 4.16280000e-06  5.50000000e+00 
 4.17280000e-06  5.50000000e+00 
 4.18280000e-06  5.50000000e+00 
 4.19280000e-06  5.50000000e+00 
 4.20280000e-06  5.50000000e+00 
 4.21280000e-06  5.50000000e+00 
 4.22280000e-06  5.50000000e+00 
 4.23280000e-06  5.50000000e+00 
 4.24280000e-06  5.50000000e+00 
 4.25280000e-06  5.50000000e+00 
 4.26280000e-06  5.50000000e+00 
 4.27280000e-06  5.50000000e+00 
 4.28280000e-06  5.50000000e+00 
 4.29280000e-06  5.50000000e+00 
 4.30280000e-06  5.50000000e+00 
 4.31280000e-06  5.50000000e+00 
 4.32280000e-06  5.50000000e+00 
 4.33280000e-06  5.50000000e+00 
 4.34280000e-06  5.50000000e+00 
 4.35280000e-06  5.50000000e+00 
 4.36280000e-06  5.50000000e+00 
 4.37280000e-06  5.50000000e+00 
 4.38280000e-06  5.50000000e+00 
 4.39280000e-06  5.50000000e+00 
 4.40280000e-06  5.50000000e+00 
 4.41280000e-06  5.50000000e+00 
 4.42280000e-06  5.50000000e+00 
 4.43280000e-06  5.50000000e+00 
 4.44280000e-06  5.50000000e+00 
 4.45280000e-06  5.50000000e+00 
 4.46280000e-06  5.50000000e+00 
 4.47280000e-06  5.50000000e+00 
 4.48280000e-06  5.50000000e+00 
 4.49280000e-06  5.50000000e+00 
 4.50280000e-06  5.50000000e+00 
 4.51280000e-06  5.50000000e+00 
 4.52280000e-06  5.50000000e+00 
 4.53280000e-06  5.50000000e+00 
 4.54280000e-06  5.50000000e+00 
 4.55280000e-06  5.50000000e+00 
 4.56280000e-06  5.50000000e+00 
 4.57280000e-06  5.50000000e+00 
 4.58280000e-06  5.50000000e+00 
 4.59280000e-06  5.50000000e+00 
 4.60280000e-06  5.50000000e+00 
 4.61280000e-06  5.50000000e+00 
 4.62280000e-06  5.50000000e+00 
 4.63280000e-06  5.50000000e+00 
 4.64280000e-06  5.50000000e+00 
 4.65280000e-06  5.50000000e+00 
 4.66280000e-06  5.50000000e+00 
 4.67280000e-06  5.50000000e+00 
 4.68280000e-06  5.50000000e+00 
 4.69280000e-06  5.50000000e+00 
 4.70280000e-06  5.50000000e+00 
 4.71280000e-06  5.50000000e+00 
 4.72280000e-06  5.50000000e+00 
 4.73280000e-06  5.50000000e+00 
 4.74280000e-06  5.50000000e+00 
 4.75280000e-06  5.50000000e+00 
 4.76280000e-06  5.50000000e+00 
 4.77280000e-06  5.50000000e+00 
 4.78280000e-06  5.50000000e+00 
 4.79280000e-06  5.50000000e+00 
 4.80280000e-06  5.50000000e+00 
 4.81280000e-06  5.50000000e+00 
 4.82280000e-06  5.50000000e+00 
 4.83280000e-06  5.50000000e+00 
 4.84280000e-06  5.50000000e+00 
 4.85280000e-06  5.50000000e+00 
 4.86280000e-06  5.50000000e+00 
 4.87280000e-06  5.50000000e+00 
 4.88280000e-06  5.50000000e+00 
 4.89280000e-06  5.50000000e+00 
 4.90280000e-06  5.50000000e+00 
 4.91280000e-06  5.50000000e+00 
 4.92280000e-06  5.50000000e+00 
 4.93280000e-06  5.50000000e+00 
 4.94280000e-06  5.50000000e+00 
 4.95280000e-06  5.50000000e+00 
 4.96280000e-06  5.50000000e+00 
 4.97280000e-06  5.50000000e+00 
 4.98280000e-06  5.50000000e+00 
 4.99280000e-06  5.50000000e+00 
 5.00000000e-06  5.50000000e+00 
 5.00010000e-06  5.50000000e+00 
 5.00030000e-06  5.50000000e+00 
 5.00057991e-06  5.50000040e+00 
 5.00090950e-06  5.49999117e+00 
 5.00100000e-06  5.49999069e+00 
 5.00103099e-06  5.49999239e+00 
 5.00109298e-06  5.49999409e+00 
 5.00121695e-06  5.49999647e+00 
 5.00146489e-06  5.50001980e+00 
 5.00196078e-06  5.50010112e+00 
 5.00295256e-06  5.50024666e+00 
 5.00445099e-06  5.50035003e+00 
 5.00600643e-06  5.49733869e+00 
 5.00793558e-06  5.44998583e+00 
 5.00950965e-06  5.38278099e+00 
 5.01116788e-06  5.31894705e+00 
 5.01292233e-06  5.25834191e+00 
 5.01472642e-06  5.20282615e+00 
 5.01740994e-06  5.13089002e+00 
 5.02025499e-06  5.06674423e+00 
 5.02415888e-06  4.99492432e+00 
 5.02901831e-06  4.92620140e+00 
 5.03520149e-06  4.86306593e+00 
 5.04341463e-06  4.80779141e+00 
 5.05341463e-06  4.76814514e+00 
 5.06341463e-06  4.74628840e+00 
 5.07341463e-06  4.73409628e+00 
 5.08341463e-06  4.72744142e+00 
 5.09341463e-06  4.72361725e+00 
 5.10341463e-06  4.72162567e+00 
 5.11341463e-06  4.72038090e+00 
 5.12341463e-06  4.71982728e+00 
 5.13341463e-06  4.71938167e+00 
 5.14341463e-06  4.71927147e+00 
 5.15341463e-06  4.71907478e+00 
 5.16341463e-06  4.71910033e+00 
 5.17341463e-06  4.71898217e+00 
 5.18341463e-06  4.71904822e+00 
 5.19341463e-06  4.71895578e+00 
 5.20341463e-06  4.71903287e+00 
 5.21341463e-06  4.71894974e+00 
 5.22341463e-06  4.71902880e+00 
 5.23341463e-06  4.71894988e+00 
 5.24341463e-06  4.71902811e+00 
 5.25341463e-06  4.71895179e+00 
 5.26341463e-06  4.71902837e+00 
 5.27341463e-06  4.71895412e+00 
 5.28341463e-06  4.71902884e+00 
 5.29341463e-06  4.71895646e+00 
 5.30341463e-06  4.71902930e+00 
 5.31341463e-06  4.71895870e+00 
 5.32341463e-06  4.71902966e+00 
 5.33341463e-06  4.71896080e+00 
 5.34341463e-06  4.71902994e+00 
 5.35341463e-06  4.71896276e+00 
 5.36341463e-06  4.71903011e+00 
 5.37341463e-06  4.71896458e+00 
 5.38341463e-06  4.71903020e+00 
 5.39341463e-06  4.71896628e+00 
 5.40341463e-06  4.71903020e+00 
 5.41341463e-06  4.71896786e+00 
 5.42341463e-06  4.71903013e+00 
 5.43341463e-06  4.71896932e+00 
 5.44341463e-06  4.71902999e+00 
 5.45341463e-06  4.71897068e+00 
 5.46341463e-06  4.71902979e+00 
 5.47341463e-06  4.71897195e+00 
 5.48341463e-06  4.71902953e+00 
 5.49341463e-06  4.71897312e+00 
 5.50341463e-06  4.71902922e+00 
 5.51341463e-06  4.71897420e+00 
 5.52341463e-06  4.71902886e+00 
 5.53341463e-06  4.71897521e+00 
 5.54341463e-06  4.71902847e+00 
 5.55341463e-06  4.71897615e+00 
 5.56341463e-06  4.71902803e+00 
 5.57341463e-06  4.71897701e+00 
 5.58341463e-06  4.71902756e+00 
 5.59341463e-06  4.71897782e+00 
 5.60341463e-06  4.71902707e+00 
 5.61341463e-06  4.71897856e+00 
 5.62341463e-06  4.71902655e+00 
 5.63341463e-06  4.71897926e+00 
 5.64341463e-06  4.71902601e+00 
 5.65341463e-06  4.71897990e+00 
 5.66341463e-06  4.71902545e+00 
 5.67341463e-06  4.71898049e+00 
 5.68341463e-06  4.71902487e+00 
 5.69341463e-06  4.71898104e+00 
 5.70341463e-06  4.71902428e+00 
 5.71341463e-06  4.71898154e+00 
 5.72341463e-06  4.71902368e+00 
 5.73341463e-06  4.71898201e+00 
 5.74341463e-06  4.71902306e+00 
 5.75341463e-06  4.71898244e+00 
 5.76341463e-06  4.71902244e+00 
 5.77341463e-06  4.71898284e+00 
 5.78341463e-06  4.71902182e+00 
 5.79341463e-06  4.71898321e+00 
 5.80341463e-06  4.71902119e+00 
 5.81341463e-06  4.71898356e+00 
 5.82341463e-06  4.71902056e+00 
 5.83341463e-06  4.71898387e+00 
 5.84341463e-06  4.71901993e+00 
 5.85341463e-06  4.71898417e+00 
 5.86341463e-06  4.71901930e+00 
 5.87341463e-06  4.71898444e+00 
 5.88341463e-06  4.71901868e+00 
 5.89341463e-06  4.71898470e+00 
 5.90341463e-06  4.71901805e+00 
 5.91341463e-06  4.71898493e+00 
 5.92341463e-06  4.71901744e+00 
 5.93341463e-06  4.71898515e+00 
 5.94341463e-06  4.71901682e+00 
 5.95341463e-06  4.71898536e+00 
 5.96341463e-06  4.71901622e+00 
 5.97341463e-06  4.71898555e+00 
 5.98341463e-06  4.71901562e+00 
 5.99341463e-06  4.71898572e+00 
 6.00341463e-06  4.71901503e+00 
 6.01341463e-06  4.71898589e+00 
 6.02341463e-06  4.71901444e+00 
 6.03341463e-06  4.71898604e+00 
 6.04341463e-06  4.71901387e+00 
 6.05341463e-06  4.71898619e+00 
 6.06341463e-06  4.71901330e+00 
 6.07341463e-06  4.71898632e+00 
 6.08341463e-06  4.71901275e+00 
 6.09341463e-06  4.71898645e+00 
 6.10341463e-06  4.71901220e+00 
 6.11341463e-06  4.71898657e+00 
 6.12341463e-06  4.71901166e+00 
 6.13341463e-06  4.71898669e+00 
 6.14341463e-06  4.71901114e+00 
 6.15341463e-06  4.71898680e+00 
 6.16341463e-06  4.71901062e+00 
 6.17341463e-06  4.71898690e+00 
 6.18341463e-06  4.71901012e+00 
 6.19341463e-06  4.71898700e+00 
 6.20341463e-06  4.71900963e+00 
 6.21341463e-06  4.71898710e+00 
 6.22341463e-06  4.71900915e+00 
 6.23341463e-06  4.71898719e+00 
 6.24341463e-06  4.71900868e+00 
 6.25341463e-06  4.71898728e+00 
 6.26341463e-06  4.71900822e+00 
 6.27341463e-06  4.71898736e+00 
 6.28341463e-06  4.71900777e+00 
 6.29341463e-06  4.71898744e+00 
 6.30341463e-06  4.71900733e+00 
 6.31341463e-06  4.71898753e+00 
 6.32341463e-06  4.71900691e+00 
 6.33341463e-06  4.71898760e+00 
 6.34341463e-06  4.71900649e+00 
 6.35341463e-06  4.71898768e+00 
 6.36341463e-06  4.71900609e+00 
 6.37341463e-06  4.71898776e+00 
 6.38341463e-06  4.71900570e+00 
 6.39341463e-06  4.71898783e+00 
 6.40341463e-06  4.71900531e+00 
 6.41341463e-06  4.71898790e+00 
 6.42341463e-06  4.71900494e+00 
 6.43341463e-06  4.71898798e+00 
 6.44341463e-06  4.71900458e+00 
 6.45341463e-06  4.71898805e+00 
 6.46341463e-06  4.71900424e+00 
 6.47341463e-06  4.71898812e+00 
 6.48341463e-06  4.71900390e+00 
 6.49341463e-06  4.71898819e+00 
 6.50341463e-06  4.71900357e+00 
 6.51341463e-06  4.71898826e+00 
 6.52341463e-06  4.71900325e+00 
 6.53341463e-06  4.71898833e+00 
 6.54341463e-06  4.71900294e+00 
 6.55341463e-06  4.71898840e+00 
 6.56341463e-06  4.71900264e+00 
 6.57341463e-06  4.71898847e+00 
 6.58341463e-06  4.71900236e+00 
 6.59341463e-06  4.71898854e+00 
 6.60341463e-06  4.71900208e+00 
 6.61341463e-06  4.71898862e+00 
 6.62341463e-06  4.71900181e+00 
 6.63341463e-06  4.71898869e+00 
 6.64341463e-06  4.71900155e+00 
 6.65341463e-06  4.71898876e+00 
 6.66341463e-06  4.71900129e+00 
 6.67341463e-06  4.71898883e+00 
 6.68341463e-06  4.71900105e+00 
 6.69341463e-06  4.71898890e+00 
 6.70341463e-06  4.71900082e+00 
 6.71341463e-06  4.71898898e+00 
